Stop Code,Stop Name_x,Latitude,Longitude,Status,FID,ASSETID,stop_lat,stop_lon,stop_name,Stop_Site,Street_Nam,AADT,AvgWeekday,AvgWeekd_1,Bus_Loadin,Concrete_R,County,Edge_of_Pa,Is_Active_,Is_Active1,Is_Activ_1,Is_Activ_2,Is_Activ_3,Agency,MicroTrans,Shared_Rou,Shelter_QT,Shelter_Ty,ShelterCol,Signal_Typ,Timepoint,ADA,Area_Light,BenchColor,Bike_Lane_,Bike_Parki,Bike_Par_1,Bus_Stop_L,Real_Time_,Seating_QT,Seating_Ty,Site_Shade,Trash_Can_,Waiting_Ar,Crosswalk_,Crosswalk1,Crosswal_1,Landing_Lo,Landing_Ma,Landing_Pa,Landing_Ty,Sidewalk_C,Sidewalk_1,Sidewalk_2,Sidewalk_O,Sidewalk_T,STATUS,LIFECYCLES,ENCROACHME,IMPROVEMEN,DOCUMENTFO,bus_stop_visible_2026,visibility_confidence_2026,stop_surface_2026,landing_type_2026,sidewalk_connection_2026,landing_pad,shelter_n_2026,bench_n_2026,trash_can_n_2026,street_lighting_2026,notes_2026,Stop Name_y,Avg Daily Total On,Avg Daily Total Off,Avg Daily Total Activity,Complaints_n_2026,ridership_score,complaint_score,amenity_score,condition_score,roadway_score,context_score,cleaning_priority_score,recommended_tier,recommended_frequency,recommended_cleaning_level,review_flag,abc_comparison
6241,Rigsbee Ave at Seminary St,35.99933,-78.89981,Active,1407.0,STOP10551,35.999,-78.89989,   Rigsbee Ave at Seminary St,Far_Side,Rigsbee,0.0,24.0,14.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,4,1.0,Techline,Black,, ,Yes_Sidewalk,Poor,Black, ,0.0,,Pole,Yes,3.0,Bench_Permanent,,Concrete,Good,Good,Within_Sight,Marked,Curb_Ramp,Concrete,Other,Paved,Good,Both,Both,,Concrete, ,, , , ,Yes,1.0,Concrete,Paved,Yes,One_door,1.0,1.0,0.0,No,"The bus stop is clearly visible in the right view, featuring a shelter with an integrated bench on a concrete pad connected directly to the sidewalk.",Rigsbee Ave at Seminary St,21.7,24.5,46.3,,3,0,4,0,0,0,7,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
6242,Rigsbee Ave at Corporation St (NB),36.001766,-78.899917,Active,1404.0,STOP10552,36.001766,-78.899917,   Rigsbee Ave at Corporation St (NB),Near_Side,Rigsbee,0.0,10.0,3.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,4,0.0,, ,, ,Yes_Sidewalk,Fair, , ,0.0,,,No,0.0,,Other,,Good,Good,Within_100_FT,Marked,Other,Brick_and_Concrete,Other,Paved,Good,Both,Both,Other,Concrete, ,, , , ,,,,,,,,,,,,Rigsbee Ave at Corporation St (NB),8.3,10.5,18.8,,2,0,0,0,0,0,2,Low,Monthly,Basic,,Needs current A/B/C category
6243,W Geer St at Rigsbee Ave,36.00374,-78.89963,Active,1831.0,STOP10553,36.00374,-78.89963,   W Geer St at Rigsbee Ave,Midblock,W Geer,4200.0,19.0,9.0,Traffic_Lane,No,Durham,Granite_Curb,Yes, ,No, , ,GoDurham, ,4,0.0,, ,, ,No_SidewalkWithStrip,Poor, , ,8.0,U,Pole,No,0.0,,,Concrete,Fair,Fair,Within_100_FT,Marked,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Fair,Both,Both,Other,Concrete, ,, , , ,Yes,1.0,Grass,Unpaved_Grass_Strip_And_Sidewalk,No,,0.0,0.0,1.0,No,"The bus stop is identified by a sign on a metal post in the grass strip. There is a concrete trash can and bike racks adjacent to the sidewalk, but passengers must cross a grass strip to board the bus.",W Geer St at Rigsbee Ave,4.3,13.9,18.2,,2,0,3,3,0,0,8,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
6244,W Geer St at Glendale Ave,36.00376,-78.89647,Active,1830.0,STOP10554,36.00376,-78.89647,   W Geer St at Glendale Ave,Near_Side,W Geer,4200.0,4.0,1.0,Traffic_Lane,No,Durham,Granite_Curb,Yes, ,No, , ,GoDurham, ,4,0.0,, ,, ,No_SidewalkWithStrip,Fair, , ,0.0,,Pole,No,0.0,,,,Fair,Fair,Within_100_FT,Marked,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Good,Both,Both,Other,Other, ,, , , ,Yes,0.8,Concrete,Paved,Yes,Two_doors,0.0,0.0,0.0,No,Bus stop sign is mounted on a wooden utility pole adjacent to a paved sidewalk.,W Geer St at Glendale Ave,2.9,6.5,9.4,,1,0,0,0,0,0,1,Low,Monthly,Basic,,Needs current A/B/C category
6245,Geer St at Glendale Ave,36.00384,-78.89649,Active,652.0,STOP10555,36.00384,-78.89649,   Geer St at Glendale Ave,Far_Side,W Geer,4200.0,1.0,2.0,Traffic_Lane,No,Durham,Granite_Curb,Yes, ,No, , ,GoDurham, ,4,0.0,, ,, ,No_SidewalkWithStrip,Good, , ,0.0,,,No,0.0,,Trees_Good,,Fair,Fair,Within_100_FT,Marked,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Fair,Both,Both,,Concrete, ,, , , ,Yes,1.0,Concrete,Unpaved_Grass_Strip_And_Sidewalk,Yes,,0.0,0.0,0.0,No,"The bus stop sign is mounted on a metal post next to the sidewalk. The sidewalk is separated from the curb by a grass strip, meaning there is no paved landing pad directly at the curb.",Geer St at Glendale Ave,1.4,1.0,2.4,,1,0,0,1,0,0,2,Low,Monthly,Basic,,Needs current A/B/C category
6246,Geer St at Rigsbee Ave,36.00382,-78.89951,Active,653.0,STOP10556,36.00382,-78.89951,   Geer St at Rigsbee Ave,Midblock,W Geer,4200.0,7.0,17.0,Traffic_Lane,No,Durham,Granite_Curb,Yes, ,No, , ,GoDurham, ,4,0.0,, ,, ,No_SidewalkWithStrip,Poor,Blue, ,0.0,,,No,2.0,Simme_Seat,,Concrete,Fair,Fair,Within_100_FT,Marked,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Fair,Both,Both,,Concrete, ,, , , ,Yes,1.0,Concrete,Unpaved_Grass_Strip_And_Sidewalk,No,,0.0,1.0,1.0,No,"The bus stop is located on the sidewalk in front of the building at 326 Geer St. It features a bus stop sign mounted below a speed limit sign, a blue bench, and a black trash can. There is a grass strip between the concrete sidewalk and the curb, meaning passengers must cross grass to board the bus.",Geer St at Rigsbee Ave,16.4,3.9,20.2,1.0,2,2,4,2,0,0,10,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
6247,Rigsbee Ave at Broadway St,36.00095,-78.90001,Active,1405.0,STOP10557,36.00095,-78.90001,   Rigsbee Ave at Corporation St (SB),Midblock,Rigsbee,0.0,6.0,7.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,4,0.0,, ,, ,Yes_Sidewalk,Fair, , ,0.0,,,No,0.0,,,,Good,Good,Within_100_FT,Marked,Curb_Height,Concrete,Other,Paved,Good,Both,Both,Other,Concrete, ,, , , ,Yes,0.9,Concrete,Paved,Yes,Two_doors,0.0,0.0,0.0,Yes,The bus stop sign is visible on a metal post along the concrete sidewalk on Rigsbee Ave. The boarding area is a continuous paved concrete sidewalk with direct curb access.,Rigsbee Ave at Broadway St,12.8,11.3,24.1,1.0,2,2,0,0,0,0,4,Low,Monthly,Basic,,Needs current A/B/C category
6248,Rigsbee Ave at Seminary St,35.99942,-78.89997,Active,1406.0,STOP10558,35.99942,-78.89997,   Rigsbee Ave at Seminary St,Near_Side,Rigsbee,0.0,11.0,24.0,Traffic_Lane,No,Durham,Granite_Curb,Yes, ,No, , ,GoDurham, ,4,0.0,, ,, ,No_SidewalkWithStrip,Fair,Blue, ,0.0,,,No,2.0,Simme_Seat,,Concrete,Good,Good,Within_100_FT,Marked,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Poor,Both,Both,Other,Concrete, ,, , , ,Yes,0.8,Concrete,Paved,Yes,One_door,1.0,1.0,1.0,Yes,Bus stop shelter with bench and trash can on concrete sidewalk.,Rigsbee Ave at Seminary St,22.2,14.9,37.1,,3,0,7,0,0,0,10,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
6250,Renaissance Center at Renaissance Pkwy,35.9012664,-78.9384825,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,Low,Monthly,Basic,,Needs current A/B/C category
6251,Renaissance Center at Southpoint Shopping Center,35.904003,-78.937392,Active,1382.0,STOP10559,35.904003,-78.937392,   Renaissance Shopping Center,Off_Street,Renaissance Shopping Center,0.0,4.0,4.0,Shopping_Center,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,12,1.0,Techline,Black,, ,No_SidewalkAbuts,Fair,Black, ,0.0,,,No,4.0,Bench_Permanent,,Metal,Good,Good,Within_100_FT,Marked,Curb_Height,Concrete,Other,Paved,Good,Both,Both,,Concrete, ,, , , ,,,,,,,,,,,,,,,,,0,0,4,0,0,0,4,Low,Monthly,Basic,,Needs current A/B/C category
6252,Renaissance Pkwy at Renaissance Village Park-and-Ride,35.902963,-78.953911,Active,1377.0,STOP10560,35.902963,-78.953911,   Renaissance Pkwy at Renaissance Village Park-and-Ride,Far_Side,Renaissance,14500.0,18.0,22.0,Curb_Bulbout,No,Durham,Curb_and_Gutter,Yes, ,Yes, , , , ,"5, 12, 800, 800S",1.0,Techline,Black,Traffic_Ped_Crossing, ,Yes_Two_Doors,Good,Black, ,0.0,,,No,4.0,Bench_Permanent,Trees_Good,Concrete,Good,Good,Within_100_FT,Marked,Curb_Ramp,Concrete,Yes_Two_Doors,Paved,Good,Both,Both,,Concrete, ,, , , ,Unclear,0.5,Concrete,Paved,Yes,,0.0,0.0,1.0,No,"MANUAL REVIEW REQUIRED: View of the curb is blocked by a vehicle/object. A bus is parked at the curb, obscuring the boarding area.",Renaissance Pkwy at Renaissance Village,27.1,18.6,45.7,,3,0,7,0,0,0,10,Manual Review,Verify first,Manual review before assignment,Manual review before tier assignment,Needs current A/B/C category
6256,Fayetteville St at Cook Rd (SB),35.9528158,-78.9056188,Active,593.0,STOP10732,35.952894,-78.905651,   Fayetteville St at Cook Rd (SB),Near_Side,Fayetteville,16000.0,58.0,38.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,"5, 7",1.0,Current,Grey,Traffic_Ped_Crossing,GoDurham Timepoint,No_SidewalkAbuts,Fair,Black, ,3.0,U,Shelter,No,3.0,Bench_Permanent,,Metal,Fair,Fair,Within_100_FT,Marked,Curb_Height,Concrete,Other,Paved,Good,Both,Both,,Concrete, ,, , , ,Yes,1.0,Concrete,Paved,Yes,Two_doors,1.0,1.0,1.0,Yes,"The bus stop features a shelter with an internal bench, a trash can, and bike racks on a large concrete landing pad connected directly to the sidewalk.",Fayetteville St at Cook Rd (SB),86.8,97.7,184.5,,4,0,7,0,1,0,12,High,Weekly,Enhanced,,Needs current A/B/C category
6257,Fayetteville St at Cook Rd (Hillside HS),35.95325,-78.90559,Active,592.0,STOP10564,35.95325,-78.90559,   Fayetteville St at Cook Rd (Hillside HS),Far_Side,Fayetteville,16000.0,13.0,49.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,"5, 7",2.0,Current,Grey,Traffic_Ped_Crossing,GoDurham Timepoint,Yes_Two_Doors,Good,Black, ,0.0,,Shelter,No,4.0,Bench_Permanent,,Metal,Fair,Fair,Within_100_FT,Marked,Curb_Height,Concrete,Yes_Two_Doors,Paved,Fair,Both,Both,,Concrete, ,, , , ,Yes,1.0,Concrete,Paved,Yes,Two_doors,2.0,2.0,1.0,Yes,"The bus stop features two distinct passenger shelters, each containing a bench, situated on a continuous concrete sidewalk. A trash can is located next to the left shelter.",Fayetteville St at Cook Rd (Hillside HS),94.7,70.1,164.9,2.0,4,3,7,0,1,2,17,High,Weekly,Enhanced,,Needs current A/B/C category
6258,Fayetteville Rd at Tralea Dr (Mt Zion Church),35.955957,-78.907293,Active,582.0,STOP10745,35.955957,-78.907293,   Fayetteville Rd at Tralea Dr (Mt Zion Church),Midblock,Fayetteville,16000.0,3.0,14.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,"5, 7",0.0,, ,Traffic_Ped_Crossing, ,No_SidewalkAbuts,Poor, , ,0.0,,Pole,No,0.0,,,Concrete,Fair,Fair,Within_Sight,Marked,Curb_Height,Concrete,Other,Paved,Poor,One,One,Mud,Concrete, ,, , , ,Yes,0.8,Grass,Unpaved,No,,0.0,0.0,0.0,No,The bus stop sign is visible on a metal post on the grass shoulder. There is no sidewalk connection or paved landing pad at this location.,Fayetteville Rd at Tralea Dr (Mt Zion Ch,26.5,12.6,39.1,,3,0,0,4,1,0,8,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
6261,Miami Blvd at Stirrup Creek Dr (PBM Graphics),35.920121,-78.848985,Active,1074.0,STOP10002,35.92012097,-78.84898461,   Miami Blvd at Stirrup Creek Dr (PBM Graphics),Midblock,Miami Blvd,22500.0,7.0,1.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,2,0.0,, ,Traffic_Only,GoDurham Timepoint,No_SidewalkWithStrip,Poor, , ,0.0,,,No,0.0,,,,,,,,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Fair,Both,One,,Asphalt, ,, , , ,Yes,0.8,Grass,Unpaved_Grass_Strip_And_Sidewalk,No,,0.0,0.0,0.0,No,The bus stop is marked by a sign on a metal post located in the grass strip between the road and the sidewalk. Passengers must cross the grass strip to access the sidewalk.,Miami Blvd at Stirrup Creek Dr (PBM Grap,0.1,7.3,7.4,,1,0,0,3,2,0,6,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
6263,Miami Blvd at Ellis Rd (Bethesda Elementary),35.939874,-78.8398574,Active,1068.0,STOP10565,35.941329,-78.839052,   Miami Blvd at Ellis Rd (Bethesda Elementary),Near_Side,Miami Blvd,36500.0,1.0,4.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,2,0.0,, ,Traffic_Ped_Crossing, ,No_SidewalkWithStrip,Fair, , ,0.0,,Pole,No,0.0,,,,Fair,Fair,Within_Sight,Marked,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Fair,Both,Both,,Concrete, ,, , , ,Yes,0.9,Grass,Unpaved_Grass_Strip_And_Sidewalk,No,,0.0,0.0,0.0,Yes,"A bus stop sign is visible on a metal post next to the sidewalk. There is a grass strip between the sidewalk and the curb, meaning passengers must cross grass to board.",Miami Blvd at Ellis Rd (Bethesda Element,3.4,1.2,4.6,,1,0,0,3,2,0,6,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
6264,Holloway St at Rummel St,35.987727,-78.847973,Active,875.0,STOP10566,35.987727,-78.847973,   Holloway St at Rummel St,Near_Side,Holloway,22000.0,15.0,16.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,3B,1.0,Techline,Black,, ,No_SidewalkAbuts,Poor,Grey, ,0.0,,,No,3.0,Bench_Permanent,,Concrete,,,,,Curb_Height,Concrete,Other,Paved,,,,,, ,, , , ,Yes,1.0,Concrete,Paved,Yes,One_door,1.0,1.0,1.0,Yes,"The bus stop features a shelter with an internal bench, a concrete trash can, and a concrete landing pad that connects directly to the edge of the road. A bus stop sign is visible on a metal post next to the utility poles.",Holloway St at Rummel St,13.7,16.1,29.7,,2,0,7,0,2,0,11,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
6265,Holloway St at Lynn Rd,35.9868,-78.84421,Active,872.0,STOP10567,35.9868,-78.84421,   Holloway St at Lynn Rd,Near_Side,Holloway,22000.0,12.0,9.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,3B,0.0,, ,Traffic_Only, ,,Good, , ,0.0,,Pole,No,0.0,,,Concrete,,,,,Curb_Height,Grass,,Unpaved,,,,,, ,, , , ,Yes,0.85,Grass,Unpaved,No,,0.0,0.0,1.0,Yes,The bus stop is located on a grass shoulder. A bus stop sign on a metal post and a concrete trash can are visible in the left view. No sidewalk or paved landing pad is present.,Holloway St at Lynn Rd,2.3,4.1,6.4,,1,0,3,4,2,0,10,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
6266,Miami Blvd at New Haven Dr,35.936355,-78.842472,Active,1073.0,STOP10568,35.93635476,-78.84247208,   Miami Blvd at New Haven Dr,Near_Side,Miami Blvd,29500.0,6.0,2.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,2,0.0,, ,, ,No_SidewalkWithStrip,Fair, , ,0.0,,,No,0.0,,,,,,,,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Poor,Both,Both,Other,Concrete, ,, , , ,Yes,0.9,Grass,Unpaved_Grass_Strip_And_Sidewalk,No,,0.0,0.0,0.0,Yes,"The bus stop is marked by a sign on a metal post. A sidewalk is present but separated from the curb by a grass strip, requiring passengers to stand on grass to board.",Miami Blvd at New Haven Dr,4.4,7.4,11.8,,1,0,0,3,2,0,6,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
6267,TW Alexander Dr at Miami Blvd (EB),35.9234847,-78.845466,Active,1634.0,STOP10569,35.923375,-78.84512,   TW Alexander Dr at Miami Blvd (EB),Midblock,TW Alexander,23500.0,16.0,4.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,2,1.0,Current,Black,Traffic_Ped_Crossing,GoDurham Timepoint,Yes_Single_Door,Poor,Brown, ,4.0,,Shelter,No,3.0,Bench_Permanent,,Concrete,Fair,Fair,Within_Sight,Marked,Curb_Height,Concrete,Yes_Single_Door,Paved,Good,Both,Both,,Concrete, ,, , , ,Yes,1.0,Concrete,Paved,Yes,Two_doors,1.0,1.0,1.0,No,"The bus stop is clearly visible in the center view, featuring a shelter, a bench inside the shelter, a trash can, and a bus stop sign. The boarding area is a paved concrete pad connected directly to the continuous sidewalk.",TW Alexander Dr at Miami Blvd (EB),23.8,37.3,61.1,,3,0,7,0,2,0,12,High,Weekly,Enhanced,,Needs current A/B/C category
6268,TW Alexander Dr at Centerpoint (Wesco),35.9217641,-78.8331177,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TW Alexander Dr at Center Point (Wesco),1.1,10.1,11.2,,1,0,0,0,0,0,1,Low,Monthly,Basic,,Needs current A/B/C category
6269,TW Alexander Dr at Roche Dr (LabCorp),35.918783,-78.824637,Active,1640.0,STOP10571,35.91878262,-78.82463747,   TW Alexander Dr at Roche Dr (LabCorp),Near_Side,TW Alexander,21500.0,6.0,3.0,Traffic_Lane,No,Durham,Open_Section,Yes, ,No, , ,GoDurham, ,2,0.0,, ,, ,No_Other,Poor,Grey, ,0.0,,,No,2.0,Bench_Temporary,,Concrete,,,,,Level_with_Roadway,Grass,,Unpaved,,,,,, ,, , , ,,,,,,,,,,,,TW Alexander Dr at Roche Dr (LabCorp),2.0,1.4,3.4,,1,0,1,2,1,0,5,Low,Monthly,Basic,,Needs current A/B/C category
6270,TW Alexander Dr at Creekside Townhomes,35.922404,-78.837375,Active,1632.0,STOP10572,35.92240375,-78.83737473,   TW Alexander Dr at Creekside Townhomes,Near_Side,TW Alexander,23500.0,2.0,8.0,Traffic_Lane,No,Durham,Open_Section,Yes, ,No, , ,GoDurham, ,2,0.0,, ,, ,,, , ,0.0,,,No,0.0,,Trees_Fair,,,,,,Below_Grade,Grass,,Unpaved,,,,,, ,, , , ,,,,,,,,,,,,TW Alexander Dr at Creekside Townhomes,1.2,1.0,2.1,,1,0,0,2,2,0,5,Low,Monthly,Basic,,Needs current A/B/C category
6272,TW Alexander Dr at Miami Blvd (WB),35.9239,-78.845353,Active,1635.0,STOP10573,35.9239,-78.845353,   TW Alexander Dr at Miami Blvd (WB),Far_Side,TW Alexander,23500.0,8.0,45.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,2,1.0,Techline,Black,Traffic_Ped_Crossing,GoDurham Timepoint,No_SidewalkWithStrip,Poor,Brown, ,0.0,,,No,3.0,Bench_Permanent,,Concrete,Fair,Fair,Within_Sight,Marked,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Good,One,One,,Concrete, ,, , , ,Yes,1.0,Concrete,Paved,Yes,Two_doors,1.0,1.0,1.0,No,"The bus stop is clearly visible in the left view, featuring a sign, a shelter with a bench, a trash can, and a concrete landing area connected to the sidewalk.",TW Alexander Dr at Miami Blvd (WB),51.7,16.5,68.2,,4,0,7,0,2,0,13,High,Weekly,Enhanced,,Needs current A/B/C category
6273,Miami Blvd at Methodist St,35.936412,-78.842152,Active,1072.0,STOP10574,35.93641217,-78.84215248,   Miami Blvd at Methodist St,Far_Side,Miami Blvd,29500.0,2.0,6.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,2,0.0,, ,, ,No_SidewalkWithStrip,Fair, , ,0.0,,Pole,No,0.0,,Trees_Fair,,,,,,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Good,Both,Both,,Concrete, ,, , , ,Yes,0.9,Grass,Unpaved_Grass_Strip_And_Sidewalk,Yes,,0.0,0.0,0.0,Yes,The bus stop sign is visible on a metal post next to the sidewalk and a utility pole with street lighting. There is a grass strip between the sidewalk and the curb.,Miami Blvd at Methodist St,5.4,5.3,10.7,,1,0,0,2,2,0,5,Low,Monthly,Basic,,Needs current A/B/C category
6274,NC 54 at S Alston Ave (EB),35.9006,-78.889397,Active,1182.0,STOP10575,35.90059974,-78.88939662,NC 54 at S Alston Ave (EB),Near_Side,NC 54,16000.0,1.0,3.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,Yes, , , , ,"12, 12B, 805",0.0,, ,Traffic_Ped_Crossing,GoTriangle Timepoint,,Fair, , ,0.0,,,No,0.0,,,Concrete,Fair,Fair,Within_100_FT,Marked,Curb_Height,Grass,,Unpaved,,,,,, ,, , , ,Yes,1.0,Grass,Unpaved,,,0.0,0.0,1.0,Yes,The bus stop is located on a grass shoulder next to a gas station driveway. It features two bus stop signs on metal posts and a concrete trash can. No sidewalk or paved landing pad is present.,NC 54 at S Alston Ave (EB),10.0,13.2,23.1,,2,0,3,3,1,3,12,High,Weekly,Enhanced,,Needs current A/B/C category
6275,S Alston Ave at Kestrel Heights School (SB),35.898656,-78.889065,Active,1490.0,STOP10576,35.898656,-78.889065,   S Alston Ave at Kestrel Heights School (SB),Midblock,S Alston,6400.0,0.0,0.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,"12, 12B",0.0,, ,, ,No_SingleDoor,,Brown, ,0.0,,,No,3.0,Bench_Permanent,Trees_Fair,Concrete,,,,,Level_with_Roadway,Concrete,Yes_Single_Door,Paved,Fair,One,One,Mud,Concrete, ,, , , ,Yes,1.0,Concrete,Paved,Yes,Two_doors,1.0,1.0,1.0,No,"The bus stop features a shelter with an integrated bench, a trash can, and a large concrete landing pad connected directly to the sidewalk.",S Alston Ave at Kestrel Heights School (,9.7,3.9,13.6,2.0,1,3,7,0,0,2,13,High,Weekly,Enhanced,,Needs current A/B/C category
6276,S Alston Ave at Duke Health (SB),35.887359,-78.885144,Active,1485.0,STOP10577,35.887359,-78.885144,   S Alston Ave at Duke Health (SB),Far_Side,S Alston,6400.0,1.0,0.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,"12, 12B",0.0,, ,, ,No_SidewalkWithStrip,, , ,0.0,,,No,0.0,,Trees_Fair,,,,Within_100_FT,Unmarked,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Good,Both,Both,Other,Concrete, ,, , , ,Yes,0.9,Concrete,Unpaved_Grass_Strip_And_Sidewalk,No,,0.0,0.0,0.0,No,The bus stop is marked by a sign post located in the grass strip between the concrete sidewalk and the curb. Passengers must cross the grass strip to board the bus.,S Alston Ave at Duke Health (SB),1.7,2.1,3.8,,1,0,0,2,0,0,3,Low,Monthly,Basic,,Needs current A/B/C category
6277,S Alston Ave at Falls Pointe Apts (SB),35.884218,-78.885886,Active,1489.0,STOP10578,35.88421779,-78.88588564,   S Alston Ave at Falls Pointe Apts (SB),Near_Side,S Alston Ave,6400.0,14.0,8.0,Traffic_Lane,No,Durham,Open_Section,Yes, ,No, , ,GoDurham, ,"12, 12B",1.0,Current,Grey,Traffic_Only,GoDurham Timepoint,Yes_Single_Door,Poor,Grey, ,0.0,,Pole,No,3.0,Bench_Permanent,,Metal,,,,,Curb_Height,Concrete,Yes_Single_Door,Paved,Fair,Both,Both,,Concrete, ,, , , ,,,,,,,,,,,,S Alston Ave at Falls Pointe Apts (SB),75.1,67.1,142.2,,4,0,4,0,0,0,8,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
6278,NC 55 at Sedwick Rd (NB),35.89021,-78.89596,Active,1216.0,STOP10579,35.89021,-78.89596,NC 55 at Sedwick Rd (NB),Far_Side,NC 55,18500.0,0.0,2.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,"12, 12B",0.0,, ,Traffic_Only, ,No_SidewalkWithStrip,Good, , ,0.0,,Pole,No,0.0,,Trees_Fair,,Poor,Poor,Within_Sight,Marked,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Fair,Both,Both,,Concrete, ,, , , ,Yes,0.8,Concrete,Unpaved_Grass_Strip_And_Sidewalk,Yes,,0.0,0.0,0.0,Yes,"The bus stop sign is visible on a metal post on the far right of the right view. The stop features a concrete sidewalk separated from the curb by a grass strip and ditch, with a street light pole located nearby.",NC 55 at Sedwick Rd (NB),8.6,8.4,17.0,2.0,2,3,0,1,1,0,7,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
6279,NC 55 at Golden Corral (NB),35.8971,-78.89687,Active,1206.0,STOP10580,35.8971,-78.89687,NC 55 at Golden Corral (NB),Midblock,NC 55,18500.0,2.0,1.0,Traffic_Lane,No,Durham,Curb_and_Gutter,Yes, ,No, , ,GoDurham, ,"12, 12B",0.0,, ,, ,No_SidewalkWithStrip,Good, , ,0.0,,,No,0.0,,Trees_Good,,,,,,Curb_Height,Grass_and_Sidewalk,,Unpaved_Grass_Strip_And_Sidewalk,Good,Both,Both,,Concrete, ,, , , ,Yes,1.0,Concrete,Unpaved_Grass_Strip_And_Sidewalk,Yes,,0.0,0.0,1.0,No,"The bus stop is clearly visible in the center view, featuring a sign post behind the sidewalk and an adjacent trash can.",NC 55 at Golden Corral (NB),20.4,21.9,42.3,2.0,3,3,3,1,1,0,11,Medium,Every 2 weeks,"Basic, enhanced as needed",,Needs current A/B/C category
